"Country or Area";"SNA93 Table Code";"Sub Group";"Item";"SNA93 Item Code";"Year";"Series";"Currency";"SNA System";"Fiscal Year Type";"Value";"Value Footnotes"
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"2001";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"93776000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"2001";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"93776000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"2000";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"89411000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"2000";"300";"Australian dollar";"1993";"Fiscal year beginning 1 July";"89417000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"2000";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"89432000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"2000";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"89432000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1999";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"78002000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1999";"300";"Australian dollar";"1993";"Fiscal year beginning 1 July";"77998000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1999";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"77999000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1999";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"77999000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1998";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"73906000000";""
