alpha2;year;p2;nhweal992j;thweal992j;ahweal992j;ohweal992j;bhweal992j;shweal992j
"FR";1972;"p80";361012.3;76297.34;78028.53;248745.1;3.260207;.7227378
"FR";1973;"p80";365150.5;81174.8;83102.01;258488.2;3.184341;.7198977
"FR";1974;"p80";369145.2;83954.23;85531.44;260956.8;3.108322;.7096745
"FR";1975;"p80";372827.3;86003.49;87819.15;260801.9;3.032457;.7021277
"FR";1976;"p80";375910.4;89104.11;90703.05;263890.1;2.961593;.6958128
"FR";1977;"p80";379517.4;92853.99;94579.94;268415.3;2.890724;.6887389
"FR";1978;"p80";383307.4;100287.9;102126.3;282785.5;2.819736;.6822099
"FR";1979;"p80";386669.5;108296.3;110450.4;297689.5;2.748842;.6778096
"FR";1980;"p80";390554.6;110585.8;112700.9;300915;2.7211;.6761117
"FR";1981;"p80";394280;110400.1;112248.5;297358.1;2.693458;.6700885
"FR";1982;"p80";398249.6;108751.6;110445.7;289905.2;2.665757;.6645154
"FR";1983;"p80";402015.3;109614;111460.1;289165.8;2.638038;.6628172
"FR";1984;"p80";410979.4;110805.3;112671.9;289239.6;2.610342;.6630722
"FR";1985;"p80";409975.6;109939.2;112121.9;289605.3;2.634232;.6628593
"FR";1986;"p80";413828;111457.4;113786.4;296265.3;2.658104;.664507
"FR";1987;"p80";417725.8;113423;115642.3;304202.8;2.68202;.6620731
"FR";1988;"p80";421897.3;115194.3;117241.8;311702.6;2.705887;.6604098
"FR";1989;"p80";425680.6;124657.4;127332.8;332598.2;2.6681;.6651893
"FR";1990;"p80";429466.2;129420.1;131743.5;340414.5;2.630307;.6640419
"FR";1991;"p80";434089;125627.8;127282.1;337634.4;2.687577;.6652496
"FR";1992;"p80";438438.5;132267.3;133197.3;339618.7;2.567669;.6764719
"FR";1993;"p80";442895.9;128807.6;132004.6;337935.8;2.623571;.6780762
"FR";1994;"p80";446344;129126.4;131085.5;335926;2.601528;.6756876
"FR";1995;"p80";449913.3;129701.6;131515.6;337962.4;2.605691;.6736925
"FR";1996;"p80";452742;125464.1;127768.3;356457.6;2.841112;.6914567
"FR";1997;"p80";455456.4;125580.6;128295.3;372863.2;2.969115;.7006848
"FR";1998;"p80";457534.7;126715.7;128315.6;392551.3;3.09789;.7076594
"FR";1999;"p80";459883.8;135548.6;138645.3;431464.7;3.1831;.7101648
"FR";2000;"p80";463679.9;144419;147810.7;465874.9;3.225855;.7111316
"FR";2001;"p80";467960.5;151323.9;155078.7;473290.6;3.127666;.7033303
"FR";2002;"p80";472575.5;161951.9;163814.3;476260.6;2.940754;.6908792
"FR";2003;"p80";476889.5;175933.5;179277.5;505158.9;2.871307;.6852982
"FR";2004;"p80";480827.5;197272.9;201405.4;552199.6;2.799165;.6778271
"FR";2005;"p80";484221.2;220549;223498.8;607669.1;2.755257;.6730387
"FR";2006;"p80";487658.6;238018.6;242217;666966.4;2.802161;.6770352
"FR";2007;"p80";491528;245086.6;249632.2;705402.4;2.878176;.6826272
"FR";2008;"p80";495142.2;242213;246209.4;679276.9;2.804461;.6819251
"FR";2009;"p80";498455;234379.9;238132.9;663189.4;2.82955;.6912926
"FR";2010;"p80";501140.3;238521.2;242540.5;703094.6;2.947724;.7087324
"FR";2011;"p80";505734.9;244742.7;248792.7;709136.7;2.897478;.6998402
"FR";2012;"p80";508640.5;245527.4;248742.3;701663.7;2.857781;.6947428
"FR";2013;"p80";513180;245224.4;249638.8;700798.4;2.857784;.6968004
"FR";2014;"p80";517215.1;244744.8;249551.2;699429.1;2.857789;.7001061
"FR";1807;"p81";177898.8;12523.29;13082.73;87510.75;6.987838;.8808608
"FR";1817;"p81";186763.6;9712.63;10117.04;102636;10.56727;.9128805
"FR";1827;"p81";199030.1;11335.99;11870.71;101337.2;8.939426;.9016935
"FR";1837;"p81";212004.9;14150.3;14633.42;104861.2;7.410528;.8789989
"FR";1847;"p81";225265.2;8738.251;9737.851;122723.9;14.04445;.9476416
"FR";1857;"p81";236815.8;14247.61;15071.03;130466;9.157041;.9108454
"FR";1867;"p81";239646.3;18405.16;19184.34;141485.4;7.687268;.8921033
"FR";1877;"p81";243667.4;17131.57;17610.29;144426.1;8.430408;.8936569
"FR";1887;"p81";252162.4;19032;19561.08;169459.3;8.903913;.8964194
"FR";1902;"p81";261488.9;24825.98;26374.23;209724;8.447764;.9187904
"FR";1903;"p81";262333.8;21628.28;22776.35;210659.5;9.740005;.9196102
"FR";1904;"p81";263257.1;20012.96;21051.98;211647.9;10.57554;.9235016
"FR";1905;"p81";264131.6;19927.04;20946.74;212346.6;10.6562;.9240622
"FR";1907;"p81";265560.6;22147.56;23271.52;213277.4;9.629837;.9191549
"FR";1909;"p81";266888.5;22117.32;23250.74;215692.3;9.752191;.9194934
"FR";1910;"p81";267596.1;24025.27;25169.33;216704.2;9.019844;.9176201
"FR";1911;"p81";268375.7;21816.23;22946.5;219022.5;10.03943;.9214041
"FR";1912;"p81";269113.8;23266.86;24416.71;219858;9.449406;.9212207
"FR";1913;"p81";270078.1;24012.87;25134.59;220859.5;9.197547;.9186486
"FR";1914;"p81";271323.7;22499.58;23547.87;206964.7;9.198604;.9186862
"FR";1915;"p81";270224.8;22216.1;23253.88;197713.1;8.899542;.9146759
"FR";1916;"p81";268058.5;21234.89;22225.91;186931.6;8.80304;.9156193
"FR";1917;"p81";267257.4;19979.04;20911.28;173646;8.691408;.9162467
"FR";1918;"p81";267420.9;18867.54;19746.24;158559;8.403798;.9153069
"FR";1919;"p81";265746.9;18288.18;19141.22;147747.6;8.078856;.9135308
"FR";1920;"p81";271940.1;18024.15;18865.49;135397.8;7.512026;.9091953
"FR";1921;"p81";274463;17380.55;18191.52;124486.9;7.162425;.906119
"FR";1922;"p81";276326.8;17047.59;17842.85;117295.2;6.880456;.9037395
"FR";1923;"p81";278830.1;16636.65;17414.45;111078.6;6.676743;.9019407
"FR";1924;"p81";282232;16050.56;16799.03;105912.9;6.598705;.9018307
"FR";1925;"p81";285562;14476.01;14933.37;98975.47;6.837208;.8769823
"FR";1926;"p81";287377.6;15159.27;15571.78;102183;6.740627;.8752767
"FR";1927;"p81";289488.3;15170.21;15666.52;112000.4;7.382918;.8833457
"FR";1929;"p81";292888.7;18100.52;18866.89;136572.1;7.545202;.8900495
"FR";1930;"p81";294542;17873.07;18658.27;133925.2;7.493129;.8905162
"FR";1931;"p81";297448.8;18408.51;19207.66;125339.5;6.808777;.8833467
"FR";1932;"p81";297663.2;19995.67;20821.07;128340.5;6.418416;.8771958
"FR";1933;"p81";298393.8;19518.96;20336.44;129592.8;6.63933;.8785499
"FR";1935;"p81";299495.3;20392.63;21196.55;130876.3;6.417821;.8703035
"FR";1936;"p81";297436.6;21657.69;22554.35;132992.1;6.14064;.8677876
"FR";1937;"p81";295365.4;22611.69;23512.17;135568.3;5.995496;.8657065
"FR";1938;"p81";293685.6;24652.75;25535.36;137508;5.577795;.854864
"FR";1939;"p81";279905.5;26437.7;27500.33;148412.9;5.613684;.865447
"FR";1940;"p81";279382.4;18765.43;19354.95;99066.98;5.279228;.8501464
"FR";1941;"p81";260810.6;23053.45;23913.45;107140.7;4.647493;.8537783
"FR";1942;"p81";263296.5;20352.09;20947;101471.8;4.985819;.8578846
"FR";1943;"p81";262914.9;17405.36;18098.43;98475.32;5.657758;.8733353
"FR";1944;"p81";260955.5;15403.07;16001.8;84734.03;5.501112;.8699875
"FR";1945;"p81";262159.1;14609.09;15180.46;73263.07;5.014896;.8560675
"FR";1946;"p81";291547.4;16895.72;17470.77;64084.14;3.792921;.8381732
"FR";1947;"p81";293642.4;17021.89;17471.5;64189.88;3.771019;.8242482
"FR";1948;"p81";296139.9;16120.34;16586.85;65724.64;4.077126;.8326285
"FR";1949;"p81";298357;14872.48;15410.56;67745.64;4.5551;.8430575
"FR";1950;"p81";299844.5;16540.91;16918.19;74172.37;4.484178;.8429662
"FR";1951;"p81";302141;16232.47;17014.96;78475.7;4.834488;.8171441
"FR";1952;"p81";303815.2;18509.67;19186.49;87733.61;4.739881;.8472269
"FR";1953;"p81";305733.5;19354.18;19911.77;93992.68;4.856453;.8534918
"FR";1954;"p81";306944.2;22154.46;23015.54;97704.77;4.410162;.8369334
"FR";1955;"p81";308800.7;21074.21;22032.78;104951;4.98007;.8250678
"FR";1956;"p81";310734.9;27401.09;28041.17;113943.8;4.158367;.8192052
"FR";1957;"p81";312716.3;27551.07;28136.45;123372.2;4.477947;.8219692
"FR";1958;"p81";315036.2;29335.24;30239.6;132218.8;4.507168;.8160321
"FR";1959;"p81";317126.4;29192.46;30309.12;143777.9;4.925172;.8261465
"FR";1960;"p81";319069.1;29572.75;30867.53;154065.3;5.209704;.8307372
"FR";1962;"p81";321886;42001.86;43733.6;176967.4;4.213324;.8251362
"FR";1964;"p81";330595.2;41083.22;42362.18;205614.9;5.004838;.8479431
"FR";1965;"p81";332870.9;44894.2;46287.39;216391.9;4.820041;.8356516
"FR";1966;"p81";334544.1;50409.49;51975.3;226804;4.499232;.8178738
"FR";1967;"p81";338503.7;55924.07;57658.28;235924.8;4.218662;.7993427
"FR";1968;"p81";342571.3;66462.56;68519.52;239667.7;3.606055;.7631384
"FR";1969;"p81";347080.8;75382.81;77710.58;244126.1;3.238485;.7325934
"FR";1970;"p81";351718.5;74043.54;75713.49;247198.1;3.338551;.7230099
"FR";1971;"p81";356749.5;75093.43;77020.53;248919.6;3.314799;.7142751
"FR";1972;"p81";361012.3;79801.37;81699.13;257730.2;3.229647;.7114021
"FR";1973;"p81";365150.5;84990.57;86845.99;267719.1;3.149986;.7083256
"FR";1974;"p81";369145.2;87188.01;89023.13;270189.7;3.098932;.6980443
"FR";1975;"p81";372814.5;90141.09;91751.61;269906.4;2.994266;.6903062
"FR";1976;"p81";375910.4;92404.4;94334.17;273005.2;2.954461;.6838548
"FR";1977;"p81";379517.4;96421.68;98509.46;277564.5;2.878653;.6766045
"FR";1978;"p81";383307.4;104087.3;106293.4;292293.9;2.808161;.6698911
"FR";1979;"p81";386666.4;111757.3;113854.3;307541.6;2.751871;.6652386
"FR";1980;"p81";390554.6;114886.1;117222.2;310821;2.70547;.6634506
"FR";1981;"p81";394280;114268.3;116635.5;307100.7;2.687541;.657441
"FR";1982;"p81";398249.6;112372.2;114755.2;299350.5;2.663919;.6518573
"FR";1983;"p81";402015.3;113498.4;115905.6;298518.8;2.630158;.650043
"FR";1984;"p81";410799.4;114938;117017.2;298535.6;2.597362;.6501534
"FR";1985;"p81";409975.6;114382.8;116808.8;298946.5;2.613563;.6500279
"FR";1986;"p81";413828;116107.1;118439.4;305869.4;2.634373;.6517462
"FR";1987;"p81";417725.8;117900.2;120256.3;314127;2.664348;.6494887
"FR";1988;"p81";421529.1;118673.3;121739.1;321943.6;2.712856;.6479827
"FR";1989;"p81";425680.6;129957;132514.9;343401.7;2.642425;.6524561
"FR";1990;"p81";430339.7;134156.4;136880.5;351385.3;2.619221;.6512056
"FR";1991;"p81";433750.6;129928.7;133550.4;348705.1;2.683819;.6527107
"FR";1992;"p81";439002.3;134709.5;136757.5;350479.3;2.601742;.6632107
"FR";1993;"p81";443300;135653.9;138208.5;348770.2;2.57103;.6648375
"FR";1994;"p81";447402.7;133325.4;136037;346691.3;2.60034;.6625224
"FR";1995;"p81";450713.4;134425.7;137311.6;348819.8;2.594888;.6605937
"FR";1996;"p81";452546.1;130633.9;132508;368494.2;2.820816;.6790641
"FR";1997;"p81";454792.7;130615.4;133635.3;385749.4;2.953322;.6886175
"FR";1998;"p81";457572.3;131002.5;134350.7;406459.3;3.102683;.696093
"FR";1999;"p81";460050.4;142083.8;144125.3;446873.2;3.145139;.6987568
"FR";2000;"p81";463671.5;151073.1;154947.1;482615.6;3.194583;.69985
"FR";2001;"p81";468002.6;157926.9;160845.2;490036.7;3.102935;.6918088
"FR";2002;"p81";472442.1;165844.9;168447.1;492707.9;2.970896;.6789955
"FR";2003;"p81";476988;180980.8;183284.3;522309.2;2.885993;.6731388
"FR";2004;"p81";480595.2;203912.4;206832.2;570666.9;2.798589;.665463
"FR";2005;"p81";484463.1;226723.7;230312;627884.4;2.769382;.660664
"FR";2006;"p81";487866.2;245628.9;249948.9;689313.8;2.806322;.6647456
"FR";2007;"p81";491712.8;253037.9;257934.7;729385.7;2.882516;.6705508
"FR";2008;"p81";495210.2;250372.3;252932.9;702067.5;2.804095;.6695678
"FR";2009;"p81";498553.6;243364.6;245934.8;685557.7;2.816998;.678883
"FR";2010;"p81";500887.2;246173.7;251469.8;727334.9;2.95456;.6965077
"FR";2011;"p81";505630.1;252400.8;256810.1;733367.6;2.905568;.6875625
"FR";2012;"p81";508595.4;252276.1;255982.3;725502.4;2.875827;.682428
"FR";2013;"p81";513180;253806.7;257591.9;724543.6;2.854706;.6843896
"FR";2014;"p81";517215.1;253871.7;257378.3;723106.9;2.848316;.6876165
"FR";1807;"p82";177898.8;13669.13;14289.23;91645.64;6.704571;.8739298
"FR";1817;"p82";186763.6;10534.94;10986.53;107775.9;10.23034;.9081445
"FR";1827;"p82";199030.1;12432.16;13040.4;106307.6;8.551018;.8961343
"FR";1837;"p82";212004.9;15148.32;15695.01;109873.8;7.253203;.8725429
"FR";1847;"p82";225265.2;10792.37;11984.2;129000.9;11.95297;.943684
"FR";1857;"p82";236815.8;15929.38;16872.57;136876.8;8.592726;.9053077
"FR";1867;"p82";239646.3;19992.56;20868.53;148279.9;7.416753;.8857367
"FR";1877;"p82";243667.4;18102.95;18623.49;151471.4;8.367225;.8879219
"FR";1887;"p82";252162.4;20099.95;20668.22;177787;8.845145;.8909733
"FR";1902;"p82";261488.9;27947.05;29554.27;219910.1;7.868815;.9127091
"FR";1903;"p82";262333.8;23952.88;25176.85;221097.5;9.230518;.9143772
"FR";1904;"p82";263257.1;22123.77;23251.72;222236.5;10.04515;.918667
"FR";1905;"p82";264131.6;21999.8;23100.5;222979.9;10.13555;.9192646
"FR";1907;"p82";265560.6;24418.51;25620.78;223833.3;9.16654;.9138764
"FR";1909;"p82";266888.5;24410.84;25615.38;226383.5;9.273895;.9142767
"FR";1910;"p82";267596.1;26321.83;27503.88;227345;8.637127;.9120106
"FR";1911;"p82";268375.7;24101.42;25301.56;229915.6;9.539503;.9163234
"FR";1912;"p82";269113.8;25587.32;26786.98;230715.8;9.016804;.915836
"FR";1913;"p82";270078.1;26272.62;27443.28;231733.1;8.820328;.9131461
"FR";1914;"p82";271323.7;24616.56;25709.72;217154.5;8.821482;.9131848
"FR";1915;"p82";270224.8;24274.49;25356.94;207405.3;8.544168;.9090137
"FR";1916;"p82";268058.5;23238.41;24275.46;196081.9;8.437836;.9098895
"FR";1917;"p82";267257.4;21892.17;22867.95;182131.2;8.319468;.9104395
"FR";1918;"p82";267420.9;20699.99;21622.14;166270.8;8.03241;.9093076
"FR";1919;"p82";265746.9;20085.88;20979.99;154892.4;7.711506;.9073018
"FR";1920;"p82";271940.1;19818.41;20701.04;141871.9;7.158588;.9025278
"FR";1921;"p82";274463;19123.3;19974.54;130392.2;6.818497;.8991499
"FR";1922;"p82";276326.8;18768.67;19603.1;122820.3;6.543901;.8965038
"FR";1923;"p82";278830.1;18327.98;19145.46;116282.2;6.344518;.8944984
"FR";1924;"p82";282232;17690.99;18478.75;110863.7;6.266677;.8943022
"FR";1925;"p82";285562;15414.52;15952.07;103644.5;6.723821;.8700182
"FR";1926;"p82";287377.6;16004.41;16482.31;106994.7;6.685329;.8682564
"FR";1927;"p82";289488.3;16188.38;16770.09;117352.3;7.249173;.8768424
"FR";1929;"p82";292888.7;19667.77;20544.83;143111.3;7.276436;.8835781
"FR";1930;"p82";294542;19478.07;20370.15;140328.9;7.204459;.8839865
"FR";1931;"p82";297448.8;20041.17;20947.17;131235.7;6.548303;.876222
"FR";1932;"p82";297663.2;21677.16;22596.64;134313.8;6.1961;.8697059
"FR";1933;"p82";298393.8;21191.43;22124.21;135662.6;6.401765;.8712937
"FR";1935;"p82";299495.3;22036.01;22954.45;136969.6;6.215715;.8628848
"FR";1936;"p82";297436.6;23485.11;24487.12;139127.5;5.924073;.8600419
"FR";1937;"p82";295365.4;24446.51;25450.4;141793.6;5.800159;.8578042
"FR";1938;"p82";293685.6;26459.06;27474;143728.7;5.432117;.8465087
"FR";1939;"p82";279905.5;28603.86;29796.74;155130.2;5.423402;.8570068
"FR";1940;"p82";279382.4;20016.4;20846.83;103495.4;5.170532;.8414046
"FR";1941;"p82";260810.6;24786.87;25687.51;111764.5;4.509019;.8437488
"FR";1942;"p82";263296.5;21562.76;22237.44;105945.4;4.913352;.8485639
"FR";1943;"p82";262914.9;18822.4;19607.18;102940.7;5.469053;.8648876
"FR";1944;"p82";260955.5;16623.2;17292.53;88552.49;5.327044;.8613404
"FR";1945;"p82";262159.1;15771.95;16405.33;76489.88;4.84974;.8467316
"FR";1946;"p82";291547.4;18052.58;18647.86;66673.77;3.693309;.8261467
"FR";1947;"p82";293642.4;17924.57;18386.89;66785.34;3.72591;.8124405
"FR";1948;"p82";296139.9;17064.73;17570.92;68454.52;4.011462;.8215691
"FR";1949;"p82";298357;15991.68;16594.33;70653.14;4.418118;.832964
"FR";1950;"p82";299844.5;17315.33;17712.47;77353.16;4.467321;.8328465
"FR";1951;"p82";302141;17830.75;18646.53;81890.18;4.592638;.8078192
"FR";1952;"p82";303815.2;19878.03;20657.85;91541.79;4.605175;.8374754
"FR";1953;"p82";305733.5;20498.7;21261.72;98108.29;4.786073;.8439757
"FR";1954;"p82";306944.2;23862.02;24752.28;101854.2;4.268465;.8265572
"FR";1955;"p82";308800.7;23048.57;24150.21;109557.6;4.753335;.8159515
"FR";1956;"p82";310734.9;28694.88;29348.58;118716.1;4.137189;.8085945
"FR";1957;"p82";312716.3;28721.83;29332.67;128663.1;4.479628;.8121029
"FR";1958;"p82";315036.2;31223.09;32421.37;137884.3;4.416101;.8062093
"FR";1959;"p82";317126.4;31532.11;32989.08;150081.7;4.759647;.8169805
"FR";1960;"p82";319069.1;32328.04;34078.58;160909.6;4.9774;.8219771
"FR";1962;"p82";321886;45407.93;46948.32;184369.3;4.060288;.8144039
"FR";1964;"p82";330595.2;43632.43;45024.49;214684.5;4.920296;.8387483
"FR";1965;"p82";332870.9;47520.14;49031.53;225842.1;4.752556;.8262436
