alpha2;year;p2;nhweal992j;thweal992j;ahweal992j;ohweal992j;bhweal992j;shweal992j
"FR";2010;"p27";501193.9;12365.11;12714.99;270003.7;21.83593;.9934132
"FR";2011;"p27";505660.2;13268.69;13563.27;275706.2;20.77871;.9931265
"FR";2012;"p27";508471.2;13679.96;14075.92;274726.3;20.08239;.9928538
"FR";2013;"p27";513180;13622.79;14067.68;273521.2;20.07821;.9926566
"FR";2014;"p27";517215.1;13793.6;14220.79;271670.9;19.69543;.9925588
"FR";1807;"p28";177898.8;876.2262;903.187;26032.59;29.70989;.9929835
"FR";1817;"p28";186763.6;990.8096;1024.511;29492.06;29.76562;.9940273
"FR";1827;"p28";199030.1;989.2254;1015.961;29466.6;29.78755;.9935707
"FR";1837;"p28";212004.9;972.5946;998.0219;31268.51;32.14958;.9932525
"FR";1847;"p28";225265.2;1027.06;1065.506;34006.17;33.11019;.9950648
"FR";1857;"p28";236815.8;1082.918;1117.851;37579.68;34.70223;.994213
"FR";1867;"p28";239646.3;1156.674;1190.552;41602.48;35.96733;.9940351
"FR";1877;"p28";243667.4;1171.23;1208.412;42405.85;36.20624;.9943284
"FR";1887;"p28";252162.4;1337.384;1376.575;49605.56;37.09149;.9943864
"FR";1902;"p28";261488.9;1911.959;1951.28;59939.15;31.34959;.9950793
"FR";1903;"p28";262333.8;1707.87;1745.823;60147.74;35.21798;.9949948
"FR";1904;"p28";263257.1;1511.736;1544.498;60194.39;39.81805;.9953107
"FR";1905;"p28";264131.6;1443.781;1472.371;60358.06;41.80554;.9953367
"FR";1907;"p28";265560.6;1386.526;1414.164;60944.1;43.95454;.995301
"FR";1909;"p28";266888.5;1569.014;1600.128;61586.59;39.25178;.994899
"FR";1910;"p28";267596.1;1431.131;1460.682;62013.12;43.33155;.9950803
"FR";1911;"p28";268375.7;1454.963;1483.734;62420.53;42.90179;.9951023
"FR";1912;"p28";269113.8;1378.162;1407.22;62684.78;45.48434;.9953192
"FR";1913;"p28";270078.1;1219.611;1244.085;63153.89;51.782;.9954336
"FR";1914;"p28";271323.7;1142.11;1170.663;59178.29;51.81486;.9954335
"FR";1915;"p28";270224.8;1171.801;1195.855;56763.52;48.44127;.9951301
"FR";1916;"p28";268058.5;1067.727;1095.341;53620.92;50.21967;.9952801
"FR";1917;"p28";267257.4;965.5298;986.0185;49782.61;51.55989;.9954153
"FR";1918;"p28";267420.9;872.784;892.5302;45506.36;52.13931;.9954672
"FR";1919;"p28";265746.9;816.7046;835.6609;42485.25;52.02034;.9954512
"FR";1920;"p28";271940.1;772.1605;791.1298;39114.7;50.65618;.9953236
"FR";1921;"p28";274463;728.1978;744.9766;36081.19;49.54861;.9952254
"FR";1922;"p28";276326.8;695.1761;711.4948;34084.64;49.03022;.9951777
"FR";1923;"p28";278830.1;662.9603;679.6648;32341.41;48.78333;.9951425
"FR";1924;"p28";282232;626.0112;640.6334;30842.89;49.26891;.9951992
"FR";1925;"p28";285562;1190.545;1229.319;29588.36;24.85279;.9934891
"FR";1926;"p28";287377.6;1524.263;1583.912;30593.53;20.07103;.9930594
"FR";1927;"p28";289488.3;1595.166;1646.948;33230.88;20.83224;.9931884
"FR";1929;"p28";292888.7;1843.324;1871.974;40203.26;21.81019;.9928699
"FR";1930;"p28";294542;1635.888;1659.982;39421.46;24.09789;.9933243
"FR";1931;"p28";297448.8;1604.544;1632.661;37191.64;23.17896;.9932706
"FR";1932;"p28";297663.2;1664.805;1692.829;38341.65;23.03072;.9930758
"FR";1933;"p28";298393.8;1792.635;1813.472;38630.34;21.54947;.9924143
"FR";1935;"p28";299495.3;2045.344;2050.872;39343.83;19.2358;.9914375
"FR";1936;"p28";297436.6;2035.856;2039.646;40091.91;19.6929;.9913416
"FR";1937;"p28";295365.4;1937.022;1941.86;40960.84;21.1463;.9911976
"FR";1938;"p28";293685.6;2002.679;2068.848;42111.07;21.02737;.9920745
"FR";1939;"p28";279905.5;1980.896;2047.027;44920.57;22.67689;.992643
"FR";1940;"p28";279382.4;2272.946;2349.988;30427.63;13.38686;.9894908
"FR";1941;"p28";260810.6;1551.629;1598.802;32864.64;21.18074;.9924263
"FR";1942;"p28";263296.5;1251.762;1281.976;30976.63;24.74642;.9924222
"FR";1943;"p28";262914.9;1147.253;1185.447;29551.75;25.7587;.9931521
"FR";1944;"p28";260955.5;1068.948;1104.354;25518.14;23.8722;.9928485
"FR";1945;"p28";262159.1;1229.437;1274.668;22407.32;18.22568;.9921827
"FR";1946;"p28";291547.4;883.851;910.4131;20030.79;22.66309;.9927966
"FR";1947;"p28";293642.4;990.8087;1020.303;20388.16;20.57729;.9920837
"FR";1948;"p28";296139.9;1000.854;1030.865;20665.99;20.64836;.9921064
"FR";1949;"p28";298357;1140.726;1162.249;21020.3;18.42713;.9912739
"FR";1950;"p28";299844.5;1171.565;1231.136;23024.52;19.65279;.9916023
"FR";1951;"p28";302141;1415.139;1448.436;25113.13;17.74606;.9909307
"FR";1952;"p28";303815.2;1441.93;1486.07;27090.27;18.78751;.9913475
"FR";1953;"p28";305733.5;1482.011;1526.031;28818.43;19.44549;.991641
"FR";1954;"p28";306944.2;1692.963;1751.341;30524.39;18.03016;.9908342
"FR";1955;"p28";308800.7;2389.269;2432.19;33175.59;13.88525;.9883266
"FR";1956;"p28";310734.9;2247.107;2315.201;36334.49;16.16945;.98992
"FR";1957;"p28";312716.3;2430.603;2506.957;39208.56;16.13121;.9899149
"FR";1958;"p28";315036.2;2758.304;2848.74;42303.87;15.33692;.9894023
"FR";1959;"p28";317126.4;2903.294;2988.372;45448.36;15.65407;.9896054
"FR";1960;"p28";319069.1;3231.768;3335.35;48408.23;14.97887;.9891381
"FR";1962;"p28";321886;3673.967;3779.211;55993.35;15.24057;.9893448
"FR";1964;"p28";330595.2;4132.683;4254.488;63308.12;15.31889;.9893512
"FR";1965;"p28";332870.9;4981.678;5142.104;67511.82;13.55202;.9879682
"FR";1966;"p28";334544.1;6156.696;6345.25;72163.2;11.72109;.986121
"FR";1967;"p28";338503.7;7493.667;7716.408;76650.52;10.22871;.9841321
"FR";1968;"p28";342571.3;9728.644;10033.38;81269.82;8.353663;.9806229
"FR";1969;"p28";347080.8;12014.98;12384.01;85954.52;7.153947;.9774542
"FR";1970;"p28";351703.5;7508.052;7588.856;88485.43;11.7854;.9807322
"FR";1971;"p28";356749.5;7861.055;7969.176;90100;11.46157;.9797384
"FR";1972;"p28";361012.3;8519.126;8590.516;93605.14;10.98765;.9791029
"FR";1973;"p28";365150.5;9116.979;9205.333;97637.02;10.70936;.9789197
"FR";1974;"p28";369145.2;9388.867;9552.54;100022.1;10.65326;.9792397
"FR";1975;"p28";372841.5;9855.158;10103.94;101054.8;10.254;.9794093
"FR";1976;"p28";375910.4;10066.3;10239.59;103086.7;10.24077;.9785304
"FR";1977;"p28";379517.4;10594.52;10717.54;105840.8;9.990153;.9776945
"FR";1978;"p28";383307.4;11053.67;11285.54;112632.4;10.1896;.9781981
"FR";1979;"p28";386771.3;11659.72;11842.99;119414.5;10.24163;.9788213
"FR";1980;"p28";390554.6;11672.38;12165.46;121075.2;10.3728;.9793376
"FR";1981;"p28";394280;11906.06;12434.52;120712.3;10.13873;.9792788
"FR";1982;"p28";398249.6;12276.28;12736.94;118571.6;9.658587;.978435
"FR";1983;"p28";402015.3;12748.05;13195.34;118512;9.296487;.977939
"FR";1984;"p28";410794.5;12597.88;13052.18;118457.5;9.402971;.9775965
"FR";1985;"p28";409975.6;13700.91;14098.87;118581.6;8.655018;.9770904
"FR";1986;"p28";413828;14274.5;14702.3;121016.8;8.477833;.9771632
"FR";1987;"p28";417725.8;15127.26;15555.64;124691.7;8.242853;.9769738
"FR";1988;"p28";421553.4;15976.24;16451.87;128082.4;8.017056;.9768916
"FR";1989;"p28";425680.6;16182.61;16730.07;135944;8.400624;.9787861
"FR";1990;"p28";429696.9;15525.48;16411.98;139583.9;8.990631;.9802259
"FR";1991;"p28";433784.1;14339.61;14868.64;138365;9.649148;.9814498
"FR";1992;"p28";438726.9;13051.11;13401.79;137045.5;10.50068;.9827158
"FR";1993;"p28";442017.6;12727.59;13432.08;136064.4;10.69051;.9828469
"FR";1994;"p28";446992.7;13083.6;13432.6;135809.9;10.38016;.9834184
"FR";1995;"p28";450304.5;13756.21;14106.34;136996.8;9.958904;.9831047
"FR";1996;"p28";452998.2;13677.66;14170.08;140892.7;10.30094;.983888
"FR";1997;"p28";454801.9;13342.09;13607.77;145559.6;10.90981;.9846852
"FR";1998;"p28";458361.8;12895.61;13446.27;151791.1;11.77076;.9851114
"FR";1999;"p28";459919.8;13494.04;14371.2;166297.5;12.32378;.9853777
"FR";2000;"p28";463665.2;14839.54;15431.89;179509.2;12.09668;.9864333
"FR";2001;"p28";467987.1;15161.11;15805.73;184369.3;12.16067;.9863231
"FR";2002;"p28";472381.7;15623.45;16036.92;188839.9;12.08695;.9861656
"FR";2003;"p28";477019.4;15109.4;15953.82;202075.8;13.37418;.9868795
"FR";2004;"p28";480830;16243.61;16689.63;223483.3;13.75823;.9875632
"FR";2005;"p28";484384.6;16853.59;17975;247821.5;14.70437;.9881324
"FR";2006;"p28";487815.5;17358.45;17445.96;270666.1;15.59276;.9891086
"FR";2007;"p28";491687.2;16259.26;17042.54;284177.7;17.47789;.9899948
"FR";2008;"p28";495263.8;16477.42;16760.49;274007.9;16.6293;.9902661
"FR";2009;"p28";498337.4;14956.37;15119.82;264042.8;17.65421;.9908294
"FR";2010;"p28";501054.9;13033.93;13206.73;273577.7;20.98966;.9927722
"FR";2011;"p28";505830.6;13820.25;14355.09;279347;20.21288;.9924573
"FR";2012;"p28";508651.7;14366.22;14972.46;278345.3;19.37499;.9921572
"FR";2013;"p28";513180;14529.89;15051.14;277124.7;19.07273;.9919572
"FR";2014;"p28";517215.1;14657.09;15132.88;275246.6;18.77907;.991847
"FR";1807;"p29";177898.8;930.1478;957.1086;26386.52;28.36809;.9925051
"FR";1817;"p29";186763.6;1051.471;1085.172;29893.01;28.4297;.9935476
"FR";1827;"p29";199030.1;1049.381;1082.801;29867.31;28.46184;.993095
"FR";1837;"p29";212004.9;1029.806;1061.59;31694.86;30.7775;.9928122
"FR";1847;"p29";225265.2;1098.46;1131.414;34470.12;31.3804;.9946318
"FR";1857;"p29";236815.8;1147.794;1187.717;38093.23;33.18822;.9938023
"FR";1867;"p29";239646.3;1229.269;1263.146;42171.67;34.3063;.9936401
"FR";1877;"p29";243667.4;1245.594;1282.776;42986.09;34.51051;.9939348
"FR";1887;"p29";252162.4;1415.765;1459.855;50284.85;35.51778;.9940032
"FR";1902;"p29";261488.9;1990.6;2025.006;60755.88;30.52139;.9946295
"FR";1903;"p29";262333.8;1783.775;1816.984;60970.3;34.18048;.9945937
"FR";1904;"p29";263257.1;1581.941;1610.023;61020.44;38.57315;.994956
"FR";1905;"p29";264131.6;1505.726;1534.316;61187.44;40.63651;.9949996
"FR";1907;"p29";265560.6;1441.802;1474.047;61782.55;42.85091;.9949803
"FR";1909;"p29";266888.5;1626.797;1653.465;62431.47;38.37694;.99454
"FR";1910;"p29";267596.1;1486.012;1511.342;62865.97;42.30516;.9947547
"FR";1911;"p29";268375.7;1512.504;1537.165;63278.79;41.8371;.9947738
"FR";1912;"p29";269113.8;1432.126;1461.184;63547.85;44.37308;.9950089
"FR";1913;"p29";270078.1;1276.716;1305.269;64025.86;50.14885;.9951612
"FR";1914;"p29";271323.7;1195.137;1223.69;59995.3;50.19952;.99516
"FR";1915;"p29";270224.8;1226.782;1254.273;57546.16;46.9082;.9948391
"FR";1916;"p29";268058.5;1116.818;1144.432;54360.71;48.67462;.9949978
"FR";1917;"p29";267257.4;1009.068;1034.679;50469.89;50.01633;.9951415
"FR";1918;"p29";267420.9;912.2764;933.9973;46134.72;50.57098;.9951959
"FR";1919;"p29";265746.9;854.6174;875.1534;43071.87;50.39901;.9951792
"FR";1920;"p29";271940.1;808.9832;826.8366;39654.47;49.01767;.9950441
"FR";1921;"p29";274463;762.8739;779.6526;36578.89;47.9488;.99494
"FR";1922;"p29";276326.8;727.8134;745.22;34554.68;47.47739;.9948892
"FR";1923;"p29";278830.1;694.2813;710.9858;32787.35;47.22488;.994852
"FR";1924;"p29";282232;655.2555;669.8777;31268.28;47.71921;.9949121
"FR";1925;"p29";285562;1268.094;1305.987;29987.79;23.64793;.9929158
"FR";1926;"p29";287377.6;1643.56;1701.052;31002.12;18.86279;.9923454
"FR";1927;"p29";289488.3;1696.713;1743.115;33675.73;19.84763;.9925048
"FR";1929;"p29";292888.7;1897.367;1918.854;40743.13;21.47351;.9922277
"FR";1930;"p29";294542;1679.751;1691.489;39953.31;23.78526;.9927434
"FR";1931;"p29";297448.8;1657.029;1670.775;37692.47;22.74703;.992665
"FR";1932;"p29";297663.2;1715.516;1727.527;38857.83;22.65081;.9924669
"FR";1933;"p29";298393.8;1832.225;1845.421;39148.89;21.36686;.9917672
"FR";1935;"p29";299495.3;2054.82;2057.19;39869.08;19.40271;.9907196
"FR";1936;"p29";297436.6;2043.436;2044.952;40627.86;19.88213;.9906412
"FR";1937;"p29";295365.4;1943.674;1944.279;41510.4;21.35667;.990545
"FR";1938;"p29";293685.6;2134.483;2201.186;42675.05;19.99315;.9913976
"FR";1939;"p29";279905.5;2113.663;2181.308;45524.42;21.53816;.9920147
"FR";1940;"p29";279382.4;2425.753;2498.964;30823.09;12.70661;.9884294
"FR";1941;"p29";260810.6;1646.701;1693.874;33305.01;20.2253;.9917558
"FR";1942;"p29";263296.5;1311.586;1340.591;31394.86;23.93657;.9918517
"FR";1943;"p29";262914.9;1224.126;1263.292;29951.28;24.46748;.9925988
"FR";1944;"p29";260955.5;1139.959;1176.161;25861.99;22.68677;.9922518
"FR";1945;"p29";262159.1;1319.363;1362.849;22704.96;17.20903;.9913988
"FR";1946;"p29";291547.4;936.9752;963.0976;20300.09;21.66556;.9921699
"FR";1947;"p29";293642.4;1049.621;1078.527;20660.94;19.68419;.9913941
"FR";1948;"p29";296139.9;1060.542;1090.071;20942.54;19.74701;.991419
"FR";1949;"p29";298357;1205.295;1226.818;21299.99;17.67201;.9905127
"FR";1950;"p29";299844.5;1250.993;1290.707;23331.47;18.65036;.9908659
"FR";1951;"p29";302141;1481.734;1531.68;25446.44;17.17343;.9901368
"FR";1952;"p29";303815.2;1530.211;1559.638;27450.89;17.93928;.9905922
"FR";1953;"p29";305733.5;1570.051;1614.071;29202.83;18.59992;.9909117
"FR";1954;"p29";306944.2;1809.719;1853.502;30929.64;17.09086;.9900447
"FR";1955;"p29";308800.7;2460.804;2503.725;33608.6;13.65757;.9873202
"FR";1956;"p29";310734.9;2383.296;2451.39;36813.64;15.44653;.9890441
"FR";1957;"p29";312716.3;2583.311;2646.939;39725.49;15.37774;.9890358
"FR";1958;"p29";315036.2;2927.871;3007.003;42859.58;14.63848;.988477
"FR";1959;"p29";317126.4;3084.085;3158.529;46046.39;14.93032;.9887016
"FR";1960;"p29";319069.1;3418.216;3521.798;49043.06;14.34756;.9881916
"FR";1962;"p29";321886;3894.022;3999.266;56728.76;14.56817;.9884174
"FR";1964;"p29";330595.2;4384.994;4515.5;64139.86;14.62713;.9884277
"FR";1965;"p29";332870.9;5285.644;5446.071;68390.26;12.93887;.986923
"FR";1966;"p29";334544.1;6533.804;6730.556;73090.21;11.18647;.9849167
"FR";1967;"p29";338503.7;7963.015;8185.757;77621.42;9.747743;.9827561
"FR";1968;"p29";342571.3;10330.49;10619.99;82273.15;7.964106;.9789414
"FR";1969;"p29";347080.8;12767.25;13136.28;86990.72;6.813586;.9754983
"FR";1970;"p29";351741.6;7804.334;7952.475;89624.74;11.48397;.9795641
"FR";1971;"p29";356749.5;8077.297;8223.579;91256.77;11.29793;.9785348
"FR";1972;"p29";361012.3;8679.752;8810.633;94802.53;10.92226;.9778549
"FR";1973;"p29";365150.5;9310.253;9453.827;98882.53;10.62082;.9776378
"FR";1974;"p29";369145.2;9731.092;9934.443;101296.3;10.40955;.9779407
"FR";1975;"p29";372728.8;10361.45;10479.29;102335.8;9.876597;.9780492
"FR";1976;"p29";375910.4;10424.69;10649.17;104394.4;10.01415;.9771804
"FR";1977;"p29";379517.4;10855.04;11061.28;107180.6;9.873813;.9763194
"FR";1978;"p29";383307.4;11537.29;11835.41;114059.9;9.886195;.9768367
"FR";1979;"p29";386811.4;12191.49;12494.92;120929.6;9.919189;.9774731
"FR";1980;"p29";390554.6;12658.55;13135.46;122609.1;9.685879;.9779708
"FR";1981;"p29";394280;12962.98;13460.07;122237.3;9.429721;.9778777
"FR";1982;"p29";398249.6;13197.6;13645.34;120062.2;9.097276;.9769753
"FR";1983;"p29";402015.3;13638.72;14072.29;119995.4;8.79814;.9764267
"FR";1984;"p29";410864.2;13896.68;14440.75;119941.9;8.630971;.9761006
"FR";1985;"p29";409975.6;14498.56;14901.74;120053.2;8.280351;.9754769
"FR";1986;"p29";413828;15133.41;15567.83;122514.2;8.095609;.9755144
"FR";1987;"p29";417725.8;15990.47;16443.02;126228.9;7.894005;.9752811
"FR";1988;"p29";421479.1;17228.46;17590.24;129654.4;7.525595;.9751493
"FR";1989;"p29";425680.6;17282.06;17835.55;137623.1;7.963349;.9771131
"FR";1990;"p29";429695.3;17509.83;17932.53;141317.8;8.07077;.978626
"FR";1991;"p29";430009.4;15459.16;16698.81;140103.1;9.062792;.9799861
"FR";1992;"p29";439043.8;13742.66;14574.48;138787.5;10.09903;.9813807
"FR";1993;"p29";443851.4;14045.57;14544.64;137787.6;9.810037;.9815024
"FR";1994;"p29";446825.7;13934.3;14247.86;137533.6;9.870148;.9820673
"FR";1995;"p29";449006.4;14475.33;15106.92;138727.9;9.583747;.9816985
"FR";1996;"p29";451936.4;14613.39;14898.76;142678.6;9.763553;.9825129
"FR";1997;"p29";455264.4;14453.49;14645.52;147417.5;10.19944;.983407
"FR";1998;"p29";457374.1;14028.17;14461.67;153743.2;10.9596;.9838971
"FR";1999;"p29";460059.4;14896.2;15584.94;168437.1;11.30738;.9841951
"FR";2000;"p29";463499.9;16207.19;16492.49;181820.1;11.21848;.9852555
"FR";2001;"p29";468022.9;16307.38;16457.87;186743.3;11.45146;.9851488
"FR";2002;"p29";472652.3;16119.12;16661.41;191273.2;11.86623;.9850028
"FR";2003;"p29";476797.8;16437.38;16984.69;204697.7;12.45319;.985797
"FR";2004;"p29";480508.8;17563.92;18302.16;226396.6;12.88986;.9865386
"FR";2005;"p29";484398.4;18988.45;19272.86;251059.2;13.22168;.9871368
"FR";2006;"p29";487704.2;17585.75;18676.84;274232.6;15.59402;.9882231
"FR";2007;"p29";491596;17826.92;18663.37;287940.7;16.15202;.9891701
"FR";2008;"p29";495170.6;17051.12;17704.77;277631.7;16.28231;.9894247
"FR";2009;"p29";498611.9;15861.84;16800.64;267547.4;16.86737;.9900417
"FR";2010;"p29";501194.7;13493.67;14065.42;277244.4;20.54625;.9921067
"FR";2011;"p29";505543.3;14944.25;15582.51;283080.3;18.94242;.9917486
"FR";2012;"p29";508693;15524.34;16279.32;282055;18.16857;.9914159
"FR";2013;"p29";513180;15616.17;16309.47;280815.9;17.98238;.991209
"FR";2014;"p29";517215.1;15650.16;16275.76;278910.2;17.82155;.9910897
"FR";1807;"p30";177898.8;984.0694;1011.03;26749.8;27.18284;.991998
"FR";1817;"p30";186763.6;1118.873;1152.574;30304.56;27.08488;.9930397
"FR";1827;"p30";199030.1;1116.221;1149.64;30278.52;27.12593;.9925879
"FR";1837;"p30";212004.9;1093.374;1125.158;32132.48;29.38836;.9923438
"FR";1847;"p30";225265.2;1169.86;1197.322;34946.38;29.87227;.9941719
"FR";1857;"p30";236815.8;1222.65;1262.573;38620.45;31.5875;.9933658
"FR";1867;"p30";239646.3;1301.864;1345.42;42756.07;32.84221;.9932209
"FR";1877;"p30";243667.4;1319.958;1357.14;43581.86;33.01761;.993517
"FR";1887;"p30";252162.4;1499.046;1543.135;50982.35;34.00987;.9935967
"FR";1902;"p30";261488.9;2049.581;2059.411;61594.89;30.05243;.9941625
"FR";1903;"p30";262333.8;1850.193;1883.401;61815.35;33.41022;.9941763
"FR";1904;"p30";263257.1;1638.104;1670.866;61869.16;37.76876;.9945862
"FR";1905;"p30";264131.6;1558.14;1586.73;62039.63;39.81646;.9946482
"FR";1907;"p30";265560.6;1497.079;1524.718;62644.1;41.84421;.994646
"FR";1909;"p30";266888.5;1680.134;1702.358;63299.73;37.6754;.9941691
"FR";1910;"p30";267596.1;1536.671;1562.001;63742.47;41.48087;.9944179
"FR";1911;"p30";268375.7;1565.935;1590.595;64160.81;40.97285;.9944334
"FR";1912;"p30";269113.8;1481.939;1510.997;64434.8;43.48006;.9946866
"FR";1913;"p30";270078.1;1333.822;1366.454;64921.87;48.67357;.9948755
"FR";1914;"p30";271323.7;1252.243;1280.795;60834.9;48.58076;.9948741
"FR";1915;"p30";270224.8;1285.201;1312.692;58350.33;45.40173;.9945336
"FR";1916;"p30";268058.5;1172.046;1199.659;55120.95;47.02969;.9947028
"FR";1917;"p30";267257.4;1057.729;1083.34;51176.11;48.38301;.9948542
"FR";1918;"p30";267420.9;953.7436;977.439;46780.44;49.04929;.9949122
"FR";1919;"p30";265746.9;895.6895;917.8053;43674.68;48.76096;.9948944
"FR";1920;"p30";271940.1;846.9217;867.0068;40209.15;47.47682;.9947518
"FR";1921;"p30";274463;797.55;816.5659;37090.3;46.5053;.9946412
"FR";1922;"p30";276326.8;761.5387;778.9453;35037.67;46.00905;.9945869
"FR";1923;"p30";278830.1;726.6463;745.4388;33245.58;45.75209;.9945481
"FR";1924;"p30";282232;686.3276;701.8637;31705.39;46.19571;.9946119
"FR";1925;"p30";285562;1343.88;1382.654;30397.53;22.61923;.9923067
"FR";1926;"p30";287377.6;1757.107;1810.287;31420.7;17.88207;.9915785
"FR";1927;"p30";289488.3;1787.5;1826.505;34131.91;19.09477;.9917812
"FR";1929;"p30";292888.7;1937.737;1952.062;41297.77;21.31237;.9915696
"FR";1930;"p30";294542;1698.902;1699.52;40499.91;23.83887;.9921514
"FR";1931;"p30";297448.8;1679.522;1680.147;38207.07;22.74877;.9920452
"FR";1932;"p30";297663.2;1732.865;1734.199;39388.26;22.73014;.9918454
"FR";1933;"p30";298393.8;1857.923;1864.868;39681.8;21.35815;.9911088
"FR";1935;"p30";299495.3;2061.138;2062.718;40409.25;19.60531;.9899997
"FR";1936;"p30";297436.6;2047.225;2048.741;41179.04;20.11456;.9899389
"FR";1937;"p30";295365.4;1944.884;1946.698;42075.63;21.63401;.9898915
"FR";1938;"p30";293685.6;2267.889;2334.591;43253.25;19.07203;.9906774
"FR";1939;"p30";279905.5;2248.449;2316.599;46143.61;20.52242;.9913453
"FR";1940;"p30";279382.4;2570.472;2637.299;31227.72;12.14863;.9873006
"FR";1941;"p30";260810.6;1740.684;1786.768;33756.59;19.39272;.9910454
"FR";1942;"p30";263296.5;1369.597;1397.695;31824.21;23.23619;.9912551
"FR";1943;"p30";262914.9;1302.945;1343.084;30361.11;23.30191;.9920092
"FR";1944;"p30";260955.5;1212.562;1249.161;26214.65;21.61923;.9916162
"FR";1945;"p30";262159.1;1405.531;1445.796;23009.85;16.37093;.9905607
"FR";1946;"p30";291547.4;989.4838;1015.518;20576.34;20.79502;.9915069
"FR";1947;"p30";293642.4;1107.551;1136.045;20940.69;18.9072;.9906652
"FR";1948;"p30";296139.9;1119.451;1148.237;21226.15;18.96121;.9906922
"FR";1949;"p30";298357;1248.341;1291.388;21586.75;17.29235;.9897091
"FR";1950;"p30";299844.5;1330.421;1370.135;23646.34;17.77358;.9900939
"FR";1951;"p30";302141;1564.977;1598.274;25788.08;16.47825;.9892974
"FR";1952;"p30";303815.2;1603.779;1647.919;27820.76;17.34701;.9897995
"FR";1953;"p30";305733.5;1643.418;1687.438;29596.95;18.00939;.9901403
"FR";1954;"p30";306944.2;1926.475;1970.258;31345.01;16.27066;.9892091
"FR";1955;"p30";308800.7;2518.032;2546.646;34052.95;13.52364;.9862844
"FR";1956;"p30";310734.9;2519.484;2587.578;37304.53;14.80642;.9881165
"FR";1957;"p30";312716.3;2723.293;2786.921;40255.18;14.7818;.9881077
"FR";1958;"p30";315036.2;3086.135;3176.571;43428.9;14.07226;.9875002
"FR";1959;"p30";317126.4;3254.242;3339.32;46659.07;14.33792;.9877464
"FR";1960;"p30";319069.1;3625.381;3718.605;49693.36;13.70707;.9871921
"FR";1962;"p30";321886;4104.51;4209.753;57482.04;14.00461;.9874359
"FR";1964;"p30";330595.2;4637.305;4759.111;64991.64;14.01496;.9874475
"FR";1965;"p30";332870.9;5589.611;5750.038;69289.47;12.39612;.9858161
"FR";1966;"p30";334544.1;6910.912;7099.466;74038.21;10.71323;.9836394
"FR";1967;"p30";338503.7;8424.409;8631.24;78613.36;9.331617;.9812964
"FR";1968;"p30";342571.3;10924.73;11214.22;83296.76;7.624609;.9771616
"FR";1969;"p30";347080.8;13498.22;13867.26;88045.78;6.522769;.9734235
"FR";1970;"p30";351708.8;8033.279;8228.556;90791.52;11.30193;.9783398
"FR";1971;"p30";356749.5;8401.661;8649.704;92442.96;11.00294;.9772928
"FR";1972;"p30";361012.3;8977.208;9233.02;96030.98;10.6972;.9765749
"FR";1973;"p30";365150.5;9630.534;9901.117;100160.1;10.40026;.9763214
"FR";1974;"p30";369145.2;10162.59;10450.26;102601.5;10.09599;.9765899
"FR";1975;"p30";372923.6;10584.04;11024.86;103647.7;9.792835;.9766389
"FR";1976;"p30";375910.4;10909.1;11243.86;105733.6;9.692237;.9757764
"FR";1977;"p30";379517.4;11318.19;11701.73;108553.7;9.591091;.9749003
"FR";1978;"p30";383307.4;12173.28;12590.65;115520.2;9.489655;.9754092
"FR";1979;"p30";386752.7;13044.71;13405.23;122478.9;9.389163;.9760504
"FR";1980;"p30";390554.6;13588.13;13981.52;124173.1;9.138346;.9764951
"FR";1981;"p30";394280;13930.62;14321.54;123791.3;8.886271;.9763612
"FR";1982;"p30";398249.6;14082.32;14482.7;121582.4;8.633694;.9754114
"FR";1983;"p30";402015.3;14496.05;14896.26;121508.6;8.382186;.9748139
"FR";1984;"p30";410876.7;14939.03;15138.7;121449.1;8.129652;.9744453
"FR";1985;"p30";409975.6;15310.12;15732.41;121555.4;7.939543;.9737715
"FR";1986;"p30";413828;16007.19;16453.17;124042;7.749141;.9737685
"FR";1987;"p30";417725.8;16905.23;17394.81;127797.3;7.559629;.9734917
"FR";1988;"p30";421630.1;17811.68;18407.38;131254.7;7.369023;.9732866
"FR";1989;"p30";425680.6;18386.04;18927.47;139334.3;7.578268;.9753295
"FR";1990;"p30";429583.6;18374.31;18735.37;143079.5;7.786934;.9768779
"FR";1991;"p30";434367.8;17423.72;18034.25;141849.1;8.14115;.9783566
"FR";1992;"p30";439068.1;15278.66;16254.97;140563.9;9.200016;.9799276
"FR";1993;"p30";443150.6;15144.34;15779.9;139551.3;9.21475;.9800407
"FR";1994;"p30";447219.7;14752.28;15454.38;139294.3;9.44222;.9806349
"FR";1995;"p30";450878.7;15615.96;15925.69;140489.1;8.996507;.9801968
"FR";1996;"p30";452677.8;15093.87;15456.22;144500.8;9.573479;.9810704
"FR";1997;"p30";455026.7;14713.91;15109.81;149315.5;10.14791;.9820301
"FR";1998;"p30";457542.5;14817.06;15089.14;155732.4;10.51034;.982594
"FR";1999;"p30";460021.7;16156.72;16547.87;170621.1;10.56038;.9829123
"FR";2000;"p30";463818.4;16839.21;17129.63;184181.1;10.93763;.9839972
"FR";2001;"p30";467874.2;16772.66;17375.89;189176.1;11.27884;.9839259
"FR";2002;"p30";472499.5;17220.88;17723.92;193768.4;11.25195;.9837939
"FR";2003;"p30";477031.3;17805.05;18324.7;207378.6;11.64718;.9846453
"FR";2004;"p30";480770.4;18754.1;19862.64;229368.1;12.23029;.9854158
