Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1000000,2000000,3000000,4000000,57700000.76,33299999.24,26799999.24,21399999.62,36599998.47,27000000,36500000,33900001.53,154800003.1,821400024.4,1008900000,1247900000,1366700000,1137400000,1299100000,1989100000,2785400000,2722300000,1634700000,2502400000,3640400000,4486500000,5862200000,6806100000,6930900000,6898800000,7462800000,8019300000,7884600000,7491900000,9544200000,9979800000,9756100000,9402600000,9977600000,8719500000,10784300000,12888000000,13530600000,11231600000,9684000000,10338900000,8568600000,10332100000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,172341725.556181,161865590.612608,120048126.039415,96115411.9410518,127064213.167584,155674358.060718,127120642.662161,151105057.111296,117999218.449589,106278640.239971,99795784.7819333,68395898.1673639,66754503.0142293,61995082.3304922,58958746.8431269,42016018.4361818,49721161.4593699,53002697.3353182,60712231.8666469,65150901.0348534
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,275831329.3,314651031.5,369897338.9,432644287.1,531903198.2,691830505.4,688701965.3,875270507.8,864563232.4,962636474.6,1044045288,1083984131,1101688110,1179087891,1283275757,769617444.662079,425653800,828721745.021985,1229133715.83356,1330547313.22665,1353670917.21103,1376046147.15484,1374655023.81112,1611126868.7267,1731191226.00313,1734302376.59735,1784912694.48777,1925543131.95502,2143876846.36308,2404479131.31999,2647602739.72603,3183238047.84489,9763770985.32723,10322571365.5466,11749212891.6192,11864003972.95,13012206030.134,15459199374.3215,17711480680.7188,18128476350.2661,15202536401.3565,15287570250.0848,13760108803.0924,14346861711.1383,18855161641.2345,17357178322.8966,18468103779.7774,17744092398.6186,12679515247.4754
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1654000,3706000,9817000,7780000,14000000,15311636.18,11888972,11170043.8399111,13344072.8,14369923.2839415,18427293.3620377,29582512.3937616,53275426.0226939,68113502.6141542,90495432.3830484,100559428.256715,107496106.46608,167720003.578316,227621484.453207,285908187.767691,389512595.882685,453942295.965503,362554962.958803,377876057.473423,476119256.037584,560492155.277219,573920041.423826,505591108.507232,584525311.886809,1223920041.47718,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,200000,200000,500000,400000,400000,400000,400000,400000,440000,463050,486202.5,996715.125,800000,840000,5410944,6000000,9360745.82,22370007.92,19314932.66,75643119.06,70175689.279999,68704000.84,54165306.36,43338071.87,39476133.67,103058585.605073,123785020.55765,106033680.86,96284527.79,126894380.188019,148056417.379577,129466534.781631
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,224030,354000,2088000,1238000,2168000,4600000,7700000,7600000,131509462.697231,142426404.45215,3778528.24966252,4524124.96137934,8698274.20634922,17345243.7287577,25148128.4060026,41190568.8763954,791452698.982774,571395003.172665,314819934.776333,357550717.803028,337561104.53784,376424514.331245,292327330.703203,273065661.130807,233810559.591579,202640897.901452,238603497.115385,240536845.373374,174638567.175095,397963583.405483,593085475.933444,477771414.426737
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2520630000,4081075682.46125,4232697026.26875,4011675054.69344,3445148821.73469,2961900000,4365960000,5749154020.49415,4390475745.49137,4377027028.4,4698442226.5,4949422789,4288964954.6,3674947485.1,4170870499.8,4452964985.3,5007029016.94585,4335489409.46761,2757782883.94861,1928784937.17054,1736872523.65617,1775193554.32376
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75360114.4787387,60481623.8021945,56305054.4913177,55623932.9879484,34060380.4745,10318299.29,9554950.714,7967420.578,10110385.89,11025073.05,0,0,0,0,0,0,0,0,0,0,0,0,2223981.92568699,3530900.99762045,3395988.46011559,2829139.45068777,3365139.87564596,3343278.11780442,3021529.09645446
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34999988.56,31999990.46,32999992.37,74999977.11,125999961.9,120899963.4,102399971,136199966.4,125899963.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,176171.405304633,193788.546686357,213167.291518149,255220.257436631,480663.4,1008165.60557515,300506670.220424,306604494.228533,434537277.791592,394922690.705867,364440780.575129,339788070.555399,357014804.500034,315532437.824568,339065011.927018,251179523.757957,149957415.38563,131791748.463815,127286357.5646,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,839720214.8,931934021,831613464.4,1052184448,1530813477,1574718018,2031730835,1240318481,858967834.5,489860687.3,466285003.7,496909698.5,471626220.7,445657364.329723,408936302.201816,394241440.862309,323947593.784757,282746809.680841,221932618.065439,271520289.988285,192029739.358015,207881338.679897,213017908.786864,463000000,683000000,786000000,676000000,975000000,914000000,945000000,762200000,964200000,1361000000,1609000000,650000000,1971000000,3199300000,1119700000,839800000,755800000,680200000,744200000,1082300000,923600000,900400000,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90194.2741796212,593128.995141908,967500,33075000,58107500,63300000,46635000,38125000,29425000,31277059.8041281,41935040.1303832,280385149.043651,258897637.758595,426012938.663562,566889505.941791,652017790.013979,679864454.297496,552309227.591628,1026308575.16795,1134627104.38911,851747820.428809,904678078.817306,589066458.270406,583843381.169258,548041411.095035,616910983.746795,602061051.719419,365938903.917025,403262248.8557,568093735.275029,545365165.159194
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2214762939,2304241455,2219349121,2458588135,2694624183.39955,2719591402.98527,3138724319.20243,4070377007.69479,5068145922.84306,6037754948.52525,6742474551.29135,7626976008.07374,9367574108.35137,11042647564.1535,10758738695.7526,10658661179.0235,11775377476.6344,11454422098.5618,12419217720.367,12917475761.2132,11232764645.621,11679077113.5343,12693980482.8748,14044624457.945,14103454421.4836,14272287295.6944,16671206773.1841,16296307234.1325,18005690487.3905
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95124956.9507434,93896939.9311789,132290260.202109,232536754.89645,441438338.134487,792459632.975615,1017705651.72488,768319249.522484,636508215.059942,773583528.178728,972686489.59598,1282686425.75146,1629715149.16061,1949440186.67635,2026879348.86578,2041139084.01083,2165769640.02955,2324634266.76165,2140937868.50715,2041370678.85715,2098753646.50746,2377165432.16226
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20315429.69,37328739.17,34735359.19,26009574.89,27386940,26325582.5,31238351.82,23331947.33,20100885.39,12196561.81,10647845.27,14430678.37,16308345.79,11905949.59,13844011.31,13458584.79,17501628.5772927,9992590.0095894,9436864.0354799,6698775.85357793,8447069.83775007,11076905.7650312,13210213.1075354,15125069.0981579,13000334.7791422,11213004.9214047,11903986.429219,11415636.2512472,4714538.88561741,17924587.4,9001433.90000002,23162247.7263305,27214040.8760387,38241872.3026728,40562028.7821412,49537321.829382,58909226.1842598,54214198.6567716,63112378.1222045,55195669.6685189,49749228.9614248,57976274.8288676,47656921.8462246,63489593.2209006,74265373.8404899,63243733.9197814,42944963.2391741,54091502.4935772,99975405.2413762,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,118519.2093,122417.3158,246276.4084,223389.0444,189482.0333,85123.5315,212257.1468,116340.1678,53732.4324,45274.6302,234255.9695,398619.4432,36645.0481241094,35672.0843644795,138762.637373565,136277.58532775,583764.145549571,804776.753510946,1175819.91664743,996705.52034383,1408954.59623968,821082.464162226,424876.619553363,623014.700450617,448161.690116908,6976454.73493309,7315991.82950393,7336575.79354839,7338187.33199193,10185949.3060393,10385587.0387722,13316725.8946176,14907784.6751909,17450252.1580884,17793232.8206099,16452845.5754208,18552017.8350549,20001245.9857126,7593224.62247674,12174027.9334171,14979831.897017,32026968.7841038,36843589.4459595,166185936.043683,192977755.742851,130276492.005458
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Malaysia,MYS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4569877.625,4595236.301,5901852.131,10563594.82,19429702.76,12337546.35,18834266.66,16926164.63,15414973.26,14647280.69,14507337.57,12887419.7,21305923.46,130971176.1,182145660.4,183842422.5,182263505.707288,153814452.982958,186858410.264127,210947925.387369,105553699.650822,1329258289.97916,1424913327.7092,2074156577.78975,2924032489.24988,483684210.526316,598947368.421053,633947368.421053,3826315789.47369,3463789473.68421,5064289473.68421,5679210083.0888,5596604811.25662,6388479680.05251,6785527867.84035,6528552507.83215,8628262709.43889,9421625636.37395,8958203380.43879,8981934821.52686,10192344889.7404,10482814888.6086,10105146887.5383,9393881493.6442,10915511979.3011,11397960819.8498,9089670217.94597,8634941973.63082,9090485161.65236,9645676683.19255
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,200000.003,300000.0119,1299999.952,2000000,3400000.095,2000000,3043138.742,3665143.728,5871821.88,5999455.929,8219088,17141988,19300000,26811040,22463450,26774476.3541595,27462499,28145551.248,30808433.9468889,40881382.7288,46352243.9764647,49963192,50617855,55320628,61507567,69910462,83551366,188824500,218697300,190152900,189384561.876,239910120.148261,259861750.172047,265584668.805559,301426449.714464,348365189.165744,376235041.420934,475257899.963088,532373122.293351,596115719.228945,396701999.910851,496466121.731608,565435504.890851,588061478.390995
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11548534.39,7825888.634,6186917.782,11965122.22,19509063.72,18932262.42,15272431.37,14454989.43,13121085.17,11671637.54,28713695.53,37827827.45,43921443.94,39886085.51,42067871.09,45396983.1826744,51221716.1253309,69174791.0138465,55727702.5370473,36635136.8407979,42231927.2307349,22679982.17469,21436793.8299568,32302640.3539109,29814886.9256177,26321101.8021368,23287998.9732515,30323325.2592831,57610085.8882629,63903029.9667571,69358786.110523,57213885.7200915,82777285.5747032,105201783.948872,167576232.387136,176052971.205938,129114434.884929,110776021.645783,133942195.549822,147501911.553175,132910580.538465,160379732.463204,155416517.700093,207062585.891118,206300457.374727,205398548.737215,235014952.044303,230661903.598173,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,3193259.478,4193128.586,4609586.239,3372404.337,3898297.787,4939597.607,3078313.589,5708601.952,6695120.811,7526923.18,7499337.196,5095324.993,4393579.96,6073302.746,4689281.94,6106987,8393835.068,9369616.508,23529918.67,24796249.0953145,8380704.88874452,5129759.50332892,1852000.40458013,2915952.69118134,8721485.07700556,9272450.78804763,9008069.09784873,6890502.5702714,9880053.66964517,8403735.6311309,8422550.22755191,9392415.8776517,11531928.0362077,376040942.066906,192227232.529995,222752000.26288,258535693.759999,1320344847.97603,1863673779.12363,1611546408.52253,1107824808.09915,1050328347.06856,1107797475.77742,1112989947.39355,403791052.2355,450710172.11523,115184810.227543,130504220.637179,133113496.298429,136129506.690206,151706277.699134,168680792.319941,201068478.740922
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3470887.10432921,3616436.13876387,3843304.76065084,4070087.61801528,4432601.27821781,7881811.21127916,9237557.15634866,23120296.3330758,23658445.1542308,23818965.8207317,18452182.37,19452182.37,22766242,23766242,16047952.6682637,17684289.6565206,13546081.0876279,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21529199.6,24965433.12,22330886.84,21164365.77,32227489.47,32582595.83,21678888.32,31505239.49,27129261.02,24105323.79,24220016.48,29243698.12,32228664.4,34041610.72,32498104.1,31224801.2008585,29373061.4735344,30392953.8906141,22830023.3846324,24907950.6372648,14433413.3905293,12235677.0675185,11550619.0183511,9619270.37507021,..,..,..,..,..,..,..,..,..,..,..,..,..,239832472.019355,255109256.176973,188556446.704588,171581503.034405,..,53064260.4523056,26581211.4499449,10091814.7753287,38619252.2260922,22383067.1799315,22860178.9889599,11706367.5259791
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,897998.5714,908085.3462,1622514.009,1109682.918,1561627.388,1342801.332,919747.4122,1110522.628,797082.1857,841833.5319,1113886.833,1785961.509,1116260.409,852472.0669,605511.4865,1597208.5,1413590.312,1473252.654,1336275.578,1092813.373,780028.2836,522385.18,791909.2178,476458.7879,..,6343698.72640296,8120378.64139975,9114165.11956435,9332633.79971291,9247006.09311097,10072841.9766428,9947909.84909211,12740006.7464899,10257767.0994545,8458860.23576011,9445395.35553579,8187835.34215211,8310946.43768906,700782846.648113,599739064.395452,599031731.597971,581452822.992229,747332851.203287,822789626.704697,1102388946.29849,1357599987.53641,1278876028.99619,892322617.8279
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Mexico,MEX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11000000,19000000,7000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,748784364,715177445,632146573,543970787,635236627,742219159,787386867,647378542,767243593,883189736,1075657232
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15247400,16560900,17020700,17913900,16452600,17330800,..,..,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9520000,330000,5840000,19950000,21420000,24660000,29210000,39390000,36280000,43810000,41830000,46270000,56860000,71900000,92250000,86950000,115730000,79620000,92990000,93870000,147050000,154110000,141340000,144060000,169040000,180740000,207370000,293470000,519180000,450980000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3000000,1886587.69309463,4596293.69565217,6393861.89258312,16460011.8018523,19014124.1399006,49094956.625159,40422531.016,76579020,90323100,172184896.746366,83443648.9182343,169098104.271127,312199055.155075,531374750.341317,441381964.048205,336940233.605387,227551598.295783,170934427.066398,183097762.13654,216788387.33297,233421699.204124,145842925.539107,143896890.286708,128976380.355658,162551428.847631
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27087488.4909393,27271060.0154159,25942628.6791008,32630767.4161288,43510270.6470202,52603848.2525783,64263246.5179367,72165183.950817,53639764.5480972,59921997.9209869,70433308.3894809,110740637.014585,123350542.045177,98244951.678577,103808013.877626,123410267.489741,144589754.079138
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Morocco,MAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53300598.14,57701282.5,61287765.5,75359924.32,81813034.06,77477127.08,59161350.25,46322258,37967617.03,30758628.85,21167715.07,18782041.55,24045291.9,20830415.73,14255133.63,11404526.0196081,17343264.5536981,22605156.4352957,13980435.0980257,13039630.1526234,14753690.9353499,14112179.0112698,14904839.9444112,21760823.7322086,19685000.8877799,23198610.9945385,26568226.5067383,30315999.6067965,34149629.3549797,33536406.4588405,35071215.0530149,37889226.5436821,48909774.098901,54396669.3164239,60109315.8137111,62034092.0040387,70930587.4031317,64152932.1849944,63305944.1150824,100200862.561646,78799239.097824,106698413.017656,111635972.474162,138278344.991785,136433736.536389,152346535.226772,175462338.763325,156045619.045315,171642754.634977
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25299999.24,29399999.62,23600000.38,19899999.62,25700000.76,25000000,23000000,25000000,25299999.24,27500000,25399999.62,29600000.38,26600000.38,21299999.24,19399999.62,20600000.38,15699999.81,22899999.62,31100000.38,139800003.1,156199996.9,64189277.65,49908393.86,29506679.53,20255369.19,24484791.324,26098008.42,45250476.6075,56837736.4293,65747044.0916403,53681013.2111664,41487242.7024165,96201741.8627877,99836837.3132151,193870444.797225,190566935.106611,98477390.9082009,219143648.085331,209479738.37071,202255973.936507,211095590.992523,221102203.208402,193370914.149138,208854522.437399
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75017.8397,418023.3479,..,..,..,..,..,..,..,..,..,..,..,13781411.5192009,13974440.8500259,23043884.5485818,22610100.9049879,24271990.0291386,18816238.2960288,31369185.5536586,..,..,..,..,0,..,419356298.146411,565941089.77878,382264665.651367,297721233.568434,96325534.8527011,151129018.573935,178868962.971662,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25856862.8745631,22308211.8483403,17286029.1425621,13342548.3282937,11152421.5915764,11165991.4228644,10769071.8304456,16558297.4684757,10491501.2056936,9132202.34487232,8662483.857411,7840079.55338585,8012240.6888528,14718444.7135492,17134910.9768934,18283122.4080999,19662580.342045,15549449.8808051,42431706.0797657,67788579.3211887,81636368.3627298,111952120.714476,103503168.551357,83084221.8964189,131231613.482635,71439738.9842573,49880620.5176772,68481234.3549047,57922969.9958448,95556581.8964555,104742907.8785,93747499.2763977,79927825.5034417,83044526.0181193
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2149091.22936027,2018158.30839252,2109414.89704155,6092052.43264668,7119703.29380883,16834211.8151633,19082583.6262935,18192164.7756523,25288098.9273246,16371270.9269174,10541871.9478826,13937202.9131334,14107865.6632043,16544592.0521021,15632496.1010123,19227121.7858069
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3005676.3673222,8713303.28199883,9062518.9697134,17992224.6880018,21802417.2829401,24058675.4208864,26947867.601679,16732552.4064896,24304800.746403,34089615.1013975,26189754.7623568,63611104.5005395,65787634.3510733,79166536.1684091,3953399.49795159,5286468.44301794,12297855.7676319,32360885.5158964,39162790.8580109,50325791.4720084,27772183.8803882,9103367.60371343,9494425.81338875,20054323.5822039,33435192.6264465,49426302.0860375,60035162.8461264,44143198.9649877,44025033.9297466,39973483.1498703,51775640.4440892
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,181215469.4,243088134.8,308894805.9,402334350.6,467887573.2,478802337.6,507218383.8,543714599.6,666613037.1,763429077.1,970156738.3,884096984.9,872030090.3,736433776.9,647414856,657619140.6,885802612.3,1245937622,1162909790,1193692749,921032391.2927,947883470.015403,1305924813.8151,1180055165.66405,1163632822.7581,1505896052.21904,1443366470.20318,1391005515.4812,1423421396.42055,1506537684.65393,1447233059.54823,1534123315.33718,1641973257.92312,2470743132.39574,4194545716.26985,4544867969.05263,6078723965.96516,10084061727.4014,12696526891.9218,14648610571.5973,12676274217.4603,14499578949.5873,12346358952.717,12433003759.3192,12226986759.7642,10369433312.7686,11014789958.386,12173522226.6643,14002859191.0531,14111599015.936,13909044272.3602,15320684729.798,15291274978.558,17038509623.237
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19251381.2579572,20741126.2420248,21164224.9587502,27668228.6157239,50185772.1208051,55565417.8984175,67950370.4992411,92403339.0568041,82719576.3353151,87380356.2245947,68282196.6126415,61223808.274811,47883853.154252,28730855.7382586,59857716.3259552,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..,52588798.52,77360290.53,109029518.1,99722793.58,95532958.98,98999168.4,129610900.9,140009857.2,150951782.2,192109329.2,134221740.7,131855194.1,121539619.4,126944213.9,171737396.2,241905807.5,347438751.2,352945709.2,366592132.6,349928283.7,310627380.4,290843261.7,349057525.6,427224151.6,604967346.2,683438781.7,436495086.7,469204010,187155232.679746,215634248.817079,310921690.528679,381769864.815076,457332000.676809,647307740.208817,552021852.428405,622559549.787571,624258402.724488,524453998.209567,533917798.425406,636205262.833289,668885081.526441,716983278.709879,777100681.56582,728535221.092358,790898226.118919,849237896.512306,872298866.65562,883151923.461172,883159351.524924,895065160.208359,887928400.476622,1034642135.40053
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4599999.905,5099999.905,4000000,2000000,4199999.809,2000000,2599999.905,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,1200000,1200000,1200000,1300000,1500000,1300000,1300000,1600000,1600000,1600000,1600000,1600000,1500000,105700000,182300000,133100000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17569248.2,20334753.04,20225946.43,21849588.39,34011966.71,45373851.78,53417377.47,47948074.34,48370960.24,43454410.55,40738594.06,48911220.55,72848884.58,65576049.8,68931083.68,56333957.67,66479400.9390297,65379469.3574812,64901897.0413364,61300472.790752,46539591.9778455,28640779.4919633,33392471.6004184,19975350.0050724,20961035.3474556,18520409.4140011,11906371.4763465,10338645.3421141,6398897.74398471,9061947.44592145,24911914.5511134,29323385.0712277,29292207.8680014,18036756.849228,22392374.6013935,25299099.2633188,72250231.5192411,111656559.039776,90688150.3815644,91514546.3109777,147282876.830131,101269765.473688,109142182.179832,169749529.425019,184458102.938419,178579848.554221,395522247.26769,194871095.261861,563794037.168931,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,198541626,253434753.4,355955932.6,523061462.4,484047332.8,427641510,408608459.5,332669097.9,297614349.4,149898284.9,21663145.07,37029144.29,28785829.54,8853591.7551556,53510676.9892115,34802542.9356883,2310583.52763137,3500636.47935988,1463817.39249003,547300.15504257,1164844.85611633,1328093.31967022,9400236.738681,1052141.64907635,593358.431196269,903977.979981037,11562241.3614982,20855603.8062873,68030269.6896831,101560829.630397,54006296.4940061,58148760.5802655,47035790.5695872,47474692.664549,75506157.7661904,38702386.7301581,50482639.3650608,54615715.5825,1035451150,744771120.37037,275345845.078169,67676279.7856165,90600080.5251923,92101664.9051897,82545294.2181415,82424279.4893329,84096847.2985995
